kind,basis,deg,iters,matrix_id,total_ms,apply_us,deltaF_final,deltaF_traj
full,cheb,2,3,3,8.832799969241023,0.0,23.265783309936523,31.8912;24.0358;23.2658
full,cheb,2,3,4,8.993799972813576,0.0,23.288639068603516,32.0372;24.0633;23.2886
full,cheb,2,4,0,11.980700015556067,0.0,22.653076171875,31.9419;24.0489;23.2784;22.6531
full,cheb,2,4,1,12.75220001116395,0.0,22.66227149963379,31.9982;24.0586;23.2864;22.6623
full,cheb,2,4,2,12.216800008900464,0.0,22.6556339263916,32.0165;24.0593;23.284;22.6556
full,cheb,2,4,3,12.148800014983863,0.0,22.64014434814453,31.8912;24.0358;23.2658;22.6401
full,cheb,2,4,4,11.849200003780425,0.0,22.662973403930664,32.0372;24.0633;23.2886;22.663
full,cheb,2,5,0,15.045200008898973,0.0,22.12615966796875,31.9419;24.0489;23.2784;22.6531;22.1262
full,cheb,2,5,1,15.131699969060719,0.0,22.136728286743164,31.9982;24.0586;23.2864;22.6623;22.1367
full,cheb,2,5,2,16.034899977967143,0.0,22.124067306518555,32.0165;24.0593;23.284;22.6556;22.1241
full,cheb,2,5,3,15.708999999333173,0.0,22.114103317260742,31.8912;24.0358;23.2658;22.6401;22.1141
full,cheb,2,5,4,14.97910002944991,0.0,22.13368034362793,32.0372;24.0633;23.2886;22.663;22.1337
full,cheb,3,3,0,10.933500016108155,0.0,18.921464920043945,31.9419;20.9819;18.9215
full,cheb,3,3,1,10.860400041565299,0.0,18.93828773498535,31.9982;20.9936;18.9383
full,cheb,3,3,2,10.945999994874,0.0,18.92389488220215,32.0165;20.9879;18.9239
full,cheb,3,3,3,10.882000031415373,0.0,18.902883529663086,31.8912;20.9633;18.9029
full,cheb,3,3,4,10.893500002566725,0.0,18.937347412109375,32.0372;20.9988;18.9373
full,cheb,3,4,0,14.558600028976798,0.0,17.39621353149414,31.9419;20.9819;18.9215;17.3962
full,cheb,3,4,1,14.570300001651049,0.0,17.42078399658203,31.9982;20.9936;18.9383;17.4208
full,cheb,3,4,2,14.50789999216795,0.0,17.40024757385254,32.0165;20.9879;18.9239;17.4002
full,cheb,3,4,3,14.378499996382743,0.0,17.387908935546875,31.8912;20.9633;18.9029;17.3879
full,cheb,3,4,4,15.271299984306097,0.0,17.418930053710938,32.0372;20.9988;18.9373;17.4189
